id,name,score1,score2
2063,Student_2063,90,74
2064,Student_2064,71,71
2065,Student_2065,60,66
2066,Student_2066,96,75
2067,Student_2067,97,93
2068,Student_2068,72,69
2069,Student_2069,87,65
2070,Student_2070,86,66
2071,Student_2071,66,81
2072,Student_2072,59,67
2073,Student_2073,85,58
2074,Student_2074,91,80
2075,Student_2075,58,99
2076,Student_2076,100,86
2077,Student_2077,73,96
2078,Student_2078,80,94
2079,Student_2079,84,78
2080,Student_2080,89,63
2081,Student_2081,58,92
2082,Student_2082,93,70
2083,Student_2083,78,92
2084,Student_2084,69,71
2085,Student_2085,85,97
2086,Student_2086,96,50
2087,Student_2087,72,66
2088,Student_2088,74,64
2089,Student_2089,56,64
2090,Student_2090,73,58
2091,Student_2091,52,62
2092,Student_2092,91,92
2093,Student_2093,70,91
2094,Student_2094,55,57
2095,Student_2095,55,51
2096,Student_2096,100,86
2097,Student_2097,78,65
2098,Student_2098,50,85
2099,Student_2099,95,63
2100,Student_2100,88,100
2101,Student_2101,98,61
2102,Student_2102,64,97
2103,Student_2103,99,60
2104,Student_2104,69,95
2105,Student_2105,77,60
2106,Student_2106,85,94
2107,Student_2107,63,55
2108,Student_2108,74,78
2109,Student_2109,54,54
2110,Student_2110,54,57
2111,Student_2111,76,84
2112,Student_2112,87,50
2113,Student_2113,80,60
2114,Student_2114,95,100
2115,Student_2115,73,81
2116,Student_2116,73,76
2117,Student_2117,99,65
2118,Student_2118,96,79
2119,Student_2119,82,91
2120,Student_2120,92,98
2121,Student_2121,92,88
2122,Student_2122,84,75
2123,Student_2123,96,71
2124,Student_2124,51,96
2125,Student_2125,90,51
2126,Student_2126,93,54
2127,Student_2127,57,80
2128,Student_2128,94,93
2129,Student_2129,62,63
2130,Student_2130,56,83
2131,Student_2131,96,53
2132,Student_2132,82,83
2133,Student_2133,80,77
2134,Student_2134,96,64
2135,Student_2135,100,99
2136,Student_2136,59,74
2137,Student_2137,60,81
2138,Student_2138,95,79
2139,Student_2139,97,88
2140,Student_2140,55,78
2141,Student_2141,100,84
2142,Student_2142,59,56
2143,Student_2143,60,65
2144,Student_2144,74,53
2145,Student_2145,78,93
2146,Student_2146,92,94
2147,Student_2147,97,50
2148,Student_2148,78,78
2149,Student_2149,51,55
2150,Student_2150,89,58
2151,Student_2151,80,54
2152,Student_2152,77,91
2153,Student_2153,93,100
2154,Student_2154,73,93
2155,Student_2155,99,61
2156,Student_2156,54,63
2157,Student_2157,65,59
2158,Student_2158,62,92
2159,Student_2159,60,97
2160,Student_2160,100,72
2161,Student_2161,62,81
2162,Student_2162,64,60
2163,Student_2163,77,99
2164,Student_2164,74,56
2165,Student_2165,82,54
2166,Student_2166,89,60
2167,Student_2167,94,66
2168,Student_2168,83,89
2169,Student_2169,69,81
2170,Student_2170,59,60
2171,Student_2171,62,97
2172,Student_2172,70,88
2173,Student_2173,62,83
2174,Student_2174,67,56
2175,Student_2175,93,100
2176,Student_2176,79,77
2177,Student_2177,70,75
2178,Student_2178,54,72
2179,Student_2179,70,81
2180,Student_2180,56,88
2181,Student_2181,100,73
2182,Student_2182,100,89
2183,Student_2183,75,90
2184,Student_2184,57,65
2185,Student_2185,87,51
2186,Student_2186,65,81
2187,Student_2187,53,62
2188,Student_2188,71,96
2189,Student_2189,85,89
2190,Student_2190,75,56
2191,Student_2191,70,87
2192,Student_2192,96,70
2193,Student_2193,52,86
2194,Student_2194,61,92
2195,Student_2195,62,55
2196,Student_2196,61,88
2197,Student_2197,69,100
2198,Student_2198,59,90
2199,Student_2199,93,81
2200,Student_2200,76,84
2201,Student_2201,80,97
2202,Student_2202,59,83
2203,Student_2203,96,93
2204,Student_2204,76,82
2205,Student_2205,88,78
2206,Student_2206,72,100
2207,Student_2207,95,95
2208,Student_2208,88,92
2209,Student_2209,65,57
2210,Student_2210,88,99
2211,Student_2211,86,52
2212,Student_2212,94,50
2213,Student_2213,92,76
2214,Student_2214,95,75
2215,Student_2215,51,100
2216,Student_2216,84,57
2217,Student_2217,97,86
2218,Student_2218,56,99
2219,Student_2219,70,79
2220,Student_2220,97,85
2221,Student_2221,86,51
2222,Student_2222,98,96
2223,Student_2223,97,64
2224,Student_2224,99,67
2225,Student_2225,93,79
2226,Student_2226,56,79
2227,Student_2227,76,70
2228,Student_2228,64,65
2229,Student_2229,58,77
2230,Student_2230,95,66
2231,Student_2231,76,99
2232,Student_2232,54,71
2233,Student_2233,94,86
2234,Student_2234,50,88
2235,Student_2235,81,72
2236,Student_2236,77,71
2237,Student_2237,64,51
2238,Student_2238,50,65
2239,Student_2239,70,77
2240,Student_2240,69,58
2241,Student_2241,72,77
2242,Student_2242,71,85
2243,Student_2243,82,100
2244,Student_2244,97,59
2245,Student_2245,74,100
2246,Student_2246,97,98
2247,Student_2247,50,53
2248,Student_2248,77,84
2249,Student_2249,82,54
2250,Student_2250,56,93
2251,Student_2251,65,53
2252,Student_2252,58,97
2253,Student_2253,59,93
2254,Student_2254,88,67
2255,Student_2255,50,68
2256,Student_2256,52,58
2257,Student_2257,96,69
2258,Student_2258,53,81
2259,Student_2259,64,62
2260,Student_2260,95,67
2261,Student_2261,94,94
2262,Student_2262,67,77
2263,Student_2263,62,54
2264,Student_2264,74,82
2265,Student_2265,65,83
2266,Student_2266,82,92
2267,Student_2267,65,88
2268,Student_2268,89,78
2269,Student_2269,97,77
2270,Student_2270,50,81
2271,Student_2271,82,59
2272,Student_2272,67,60
2273,Student_2273,89,76
2274,Student_2274,51,85
2275,Student_2275,57,63
2276,Student_2276,76,82
2277,Student_2277,56,89
2278,Student_2278,72,74
2279,Student_2279,56,85
2280,Student_2280,90,89
2281,Student_2281,68,60
2282,Student_2282,86,54
2283,Student_2283,73,79
2284,Student_2284,94,64
2285,Student_2285,85,83
2286,Student_2286,54,91
2287,Student_2287,59,73
2288,Student_2288,65,56
2289,Student_2289,74,76
2290,Student_2290,79,61
2291,Student_2291,78,51
2292,Student_2292,99,99
2293,Student_2293,57,63
2294,Student_2294,96,71
2295,Student_2295,56,70
2296,Student_2296,94,100
2297,Student_2297,95,97
2298,Student_2298,87,76
2299,Student_2299,58,64
2300,Student_2300,58,73
2301,Student_2301,57,59
2302,Student_2302,53,92
2303,Student_2303,69,56
2304,Student_2304,73,53
2305,Student_2305,72,97
2306,Student_2306,88,68
2307,Student_2307,67,78
2308,Student_2308,76,56
2309,Student_2309,84,99
2310,Student_2310,52,74
2311,Student_2311,83,89
2312,Student_2312,99,76
2313,Student_2313,95,91
2314,Student_2314,80,65
2315,Student_2315,89,92
2316,Student_2316,79,54
2317,Student_2317,92,73
2318,Student_2318,51,87
2319,Student_2319,82,95
2320,Student_2320,62,56
2321,Student_2321,70,88
2322,Student_2322,68,60
2323,Student_2323,50,57
2324,Student_2324,88,68
2325,Student_2325,88,97
2326,Student_2326,65,88
2327,Student_2327,79,69
2328,Student_2328,91,56
2329,Student_2329,99,90
2330,Student_2330,93,80
2331,Student_2331,62,94
2332,Student_2332,76,74
2333,Student_2333,63,75
2334,Student_2334,54,71
2335,Student_2335,72,80
2336,Student_2336,63,80
2337,Student_2337,91,53
2338,Student_2338,95,53
2339,Student_2339,80,58
2340,Student_2340,57,62
2341,Student_2341,59,56
2342,Student_2342,88,75
2343,Student_2343,71,65
2344,Student_2344,100,100
2345,Student_2345,92,88
2346,Student_2346,84,57
2347,Student_2347,77,72
2348,Student_2348,73,92
2349,Student_2349,91,98
2350,Student_2350,92,100
2351,Student_2351,75,76
2352,Student_2352,84,93
2353,Student_2353,83,77
2354,Student_2354,66,87
2355,Student_2355,59,61
2356,Student_2356,98,73
2357,Student_2357,57,88
2358,Student_2358,56,57
2359,Student_2359,92,78
2360,Student_2360,53,51
2361,Student_2361,72,88
2362,Student_2362,57,77
2363,Student_2363,54,90
2364,Student_2364,59,55
2365,Student_2365,87,56
2366,Student_2366,85,60
2367,Student_2367,98,61
2368,Student_2368,58,72
2369,Student_2369,55,80
2370,Student_2370,90,76
2371,Student_2371,66,94
2372,Student_2372,77,96
2373,Student_2373,96,62
2374,Student_2374,94,70
2375,Student_2375,64,72
2376,Student_2376,75,99
2377,Student_2377,86,63
2378,Student_2378,88,82
2379,Student_2379,98,78
2380,Student_2380,92,89
2381,Student_2381,69,52
2382,Student_2382,67,77
2383,Student_2383,76,86
2384,Student_2384,79,58
2385,Student_2385,82,83
2386,Student_2386,100,95
2387,Student_2387,63,88
2388,Student_2388,81,92
2389,Student_2389,55,63
2390,Student_2390,82,52
2391,Student_2391,61,52
2392,Student_2392,97,57
2393,Student_2393,70,65
2394,Student_2394,64,51
2395,Student_2395,100,81
2396,Student_2396,55,93
2397,Student_2397,90,69
2398,Student_2398,51,50
2399,Student_2399,55,91
2400,Student_2400,80,54
2401,Student_2401,95,67
2402,Student_2402,57,99
2403,Student_2403,62,85
2404,Student_2404,68,70
2405,Student_2405,67,87
2406,Student_2406,81,84
2407,Student_2407,56,96
2408,Student_2408,56,65
2409,Student_2409,72,81
2410,Student_2410,85,64
2411,Student_2411,82,95
2412,Student_2412,71,92
2413,Student_2413,98,50
2414,Student_2414,77,58
2415,Student_2415,57,64
2416,Student_2416,62,66
2417,Student_2417,62,80
2418,Student_2418,90,76
2419,Student_2419,85,94
2420,Student_2420,89,90
2421,Student_2421,92,61
2422,Student_2422,58,81
2423,Student_2423,74,72
2424,Student_2424,73,93
2425,Student_2425,75,92
2426,Student_2426,69,51
2427,Student_2427,89,80
2428,Student_2428,52,93
2429,Student_2429,50,66
2430,Student_2430,83,71
2431,Student_2431,51,99
2432,Student_2432,61,52
2433,Student_2433,77,68
2434,Student_2434,59,74
2435,Student_2435,63,90
2436,Student_2436,51,97
2437,Student_2437,88,64
2438,Student_2438,81,86
2439,Student_2439,67,58
2440,Student_2440,67,86
2441,Student_2441,87,88
2442,Student_2442,74,73
2443,Student_2443,72,58
2444,Student_2444,76,50
2445,Student_2445,83,85
2446,Student_2446,62,79
2447,Student_2447,61,59
2448,Student_2448,100,97
2449,Student_2449,60,75
2450,Student_2450,90,65
2451,Student_2451,80,71
2452,Student_2452,100,53
2453,Student_2453,85,74
2454,Student_2454,86,85
2455,Student_2455,81,65
2456,Student_2456,64,97
2457,Student_2457,99,51
2458,Student_2458,85,58
2459,Student_2459,59,67
2460,Student_2460,60,83
2461,Student_2461,91,73
2462,Student_2462,58,60
2463,Student_2463,53,62
2464,Student_2464,85,61
2465,Student_2465,52,68
2466,Student_2466,71,62
2467,Student_2467,79,60
2468,Student_2468,100,67
2469,Student_2469,79,73
2470,Student_2470,53,63
2471,Student_2471,55,61
2472,Student_2472,83,67
2473,Student_2473,69,53
2474,Student_2474,50,65
2475,Student_2475,86,59
2476,Student_2476,97,89
2477,Student_2477,84,96
2478,Student_2478,98,50
2479,Student_2479,99,72
2480,Student_2480,95,56
2481,Student_2481,71,75
2482,Student_2482,75,60
2483,Student_2483,74,97
2484,Student_2484,54,91
2485,Student_2485,82,100
2486,Student_2486,75,72
2487,Student_2487,72,76
2488,Student_2488,81,53
2489,Student_2489,94,58
2490,Student_2490,72,82
2491,Student_2491,52,79
2492,Student_2492,65,90
2493,Student_2493,73,59
2494,Student_2494,96,56
2495,Student_2495,50,69
2496,Student_2496,68,65
2497,Student_2497,55,72
2498,Student_2498,99,88
2499,Student_2499,79,77
2500,Student_2500,62,51
2501,Student_2501,71,85
2502,Student_2502,77,68
2503,Student_2503,90,59
2504,Student_2504,50,97
2505,Student_2505,99,72
2506,Student_2506,60,97
2507,Student_2507,80,90
2508,Student_2508,87,88
2509,Student_2509,70,61
2510,Student_2510,77,52
2511,Student_2511,69,99
2512,Student_2512,100,72
2513,Student_2513,71,81
2514,Student_2514,84,58
2515,Student_2515,56,61
2516,Student_2516,70,90
2517,Student_2517,71,69
2518,Student_2518,53,55
2519,Student_2519,57,51
2520,Student_2520,62,71
2521,Student_2521,88,58
2522,Student_2522,64,68
2523,Student_2523,82,50
2524,Student_2524,91,100
2525,Student_2525,89,86
2526,Student_2526,55,52
2527,Student_2527,83,77
2528,Student_2528,57,93
2529,Student_2529,52,69
2530,Student_2530,70,68
2531,Student_2531,55,99
2532,Student_2532,74,69
2533,Student_2533,91,57
2534,Student_2534,77,91
2535,Student_2535,74,71
2536,Student_2536,89,51
2537,Student_2537,54,69
2538,Student_2538,64,97
2539,Student_2539,99,90
2540,Student_2540,97,61
2541,Student_2541,77,71
2542,Student_2542,94,94
2543,Student_2543,95,95
2544,Student_2544,81,88
2545,Student_2545,74,97
2546,Student_2546,72,95
2547,Student_2547,73,98
2548,Student_2548,69,87
2549,Student_2549,89,98
2550,Student_2550,99,67
2551,Student_2551,92,66
2552,Student_2552,95,77
2553,Student_2553,70,96
2554,Student_2554,68,52
2555,Student_2555,53,72
2556,Student_2556,83,75
2557,Student_2557,79,89
2558,Student_2558,51,86
2559,Student_2559,58,60
2560,Student_2560,78,95
2561,Student_2561,76,56
2562,Student_2562,84,76
2563,Student_2563,70,83
2564,Student_2564,79,56
2565,Student_2565,83,93
2566,Student_2566,71,73
2567,Student_2567,62,79
2568,Student_2568,51,80
2569,Student_2569,52,97
2570,Student_2570,98,71
2571,Student_2571,50,99
2572,Student_2572,59,84
2573,Student_2573,81,95
2574,Student_2574,58,99
2575,Student_2575,85,50
2576,Student_2576,65,88
2577,Student_2577,78,86
2578,Student_2578,65,61
2579,Student_2579,51,63
2580,Student_2580,80,89
2581,Student_2581,53,73
2582,Student_2582,88,94
2583,Student_2583,94,88
2584,Student_2584,87,87
2585,Student_2585,78,88
2586,Student_2586,88,68
2587,Student_2587,90,98
2588,Student_2588,80,54
2589,Student_2589,66,55
2590,Student_2590,57,72
2591,Student_2591,64,99
2592,Student_2592,76,59
2593,Student_2593,81,71
2594,Student_2594,63,51
2595,Student_2595,67,62
2596,Student_2596,98,96
2597,Student_2597,78,88
2598,Student_2598,99,74
2599,Student_2599,52,66
2600,Student_2600,53,67
2601,Student_2601,87,56
2602,Student_2602,92,80
2603,Student_2603,72,50
2604,Student_2604,95,83
2605,Student_2605,80,85
2606,Student_2606,53,64
2607,Student_2607,70,60
2608,Student_2608,99,50
2609,Student_2609,67,92
2610,Student_2610,83,93
2611,Student_2611,67,96
2612,Student_2612,79,87
2613,Student_2613,75,51
2614,Student_2614,69,65
2615,Student_2615,68,70
2616,Student_2616,92,83
2617,Student_2617,66,88
2618,Student_2618,70,73
2619,Student_2619,92,94
2620,Student_2620,84,51
2621,Student_2621,86,76
2622,Student_2622,57,85
2623,Student_2623,65,89
2624,Student_2624,82,100
2625,Student_2625,52,69
2626,Student_2626,58,53
2627,Student_2627,61,86
2628,Student_2628,51,95
2629,Student_2629,55,87
2630,Student_2630,80,64
2631,Student_2631,83,75
2632,Student_2632,57,59
2633,Student_2633,70,86
2634,Student_2634,96,52
2635,Student_2635,65,71
2636,Student_2636,62,99
2637,Student_2637,58,71
2638,Student_2638,65,83
2639,Student_2639,93,62
2640,Student_2640,96,75
2641,Student_2641,94,77
2642,Student_2642,82,74
2643,Student_2643,85,56
2644,Student_2644,53,91
2645,Student_2645,59,95
2646,Student_2646,97,91
2647,Student_2647,67,89
2648,Student_2648,70,59
2649,Student_2649,98,52
2650,Student_2650,81,53
2651,Student_2651,52,63
2652,Student_2652,55,100
2653,Student_2653,62,50
2654,Student_2654,91,93
2655,Student_2655,61,70
2656,Student_2656,91,85
2657,Student_2657,85,95
2658,Student_2658,82,97
2659,Student_2659,71,71
2660,Student_2660,64,67
2661,Student_2661,57,96
2662,Student_2662,93,63
2663,Student_2663,59,81
2664,Student_2664,90,60
2665,Student_2665,60,69
2666,Student_2666,76,81
2667,Student_2667,60,61
2668,Student_2668,85,57
2669,Student_2669,54,98
2670,Student_2670,94,75
2671,Student_2671,52,76
2672,Student_2672,73,73
2673,Student_2673,89,88
2674,Student_2674,61,52
2675,Student_2675,67,90
2676,Student_2676,98,55
2677,Student_2677,90,94
2678,Student_2678,68,59
2679,Student_2679,71,99
2680,Student_2680,91,51
2681,Student_2681,91,79
2682,Student_2682,75,94
2683,Student_2683,99,97
2684,Student_2684,58,92
2685,Student_2685,62,68
2686,Student_2686,89,71
2687,Student_2687,66,74
2688,Student_2688,92,78
2689,Student_2689,93,90
2690,Student_2690,59,76
2691,Student_2691,100,62
2692,Student_2692,55,69
2693,Student_2693,54,63
2694,Student_2694,52,87
2695,Student_2695,93,64
2696,Student_2696,50,86
2697,Student_2697,70,82
2698,Student_2698,95,53
2699,Student_2699,63,98
2700,Student_2700,60,87
2701,Student_2701,69,60
2702,Student_2702,62,55
2703,Student_2703,85,61
2704,Student_2704,50,83
2705,Student_2705,59,74
2706,Student_2706,90,92
2707,Student_2707,52,66
2708,Student_2708,91,85
2709,Student_2709,63,83
2710,Student_2710,50,64
2711,Student_2711,69,96
2712,Student_2712,76,91
2713,Student_2713,56,98
2714,Student_2714,81,69
2715,Student_2715,65,58
2716,Student_2716,99,75
2717,Student_2717,71,95
2718,Student_2718,61,70
2719,Student_2719,83,81
2720,Student_2720,72,87
2721,Student_2721,78,72
2722,Student_2722,100,55
2723,Student_2723,88,58
2724,Student_2724,59,90
2725,Student_2725,96,74
2726,Student_2726,94,93
2727,Student_2727,90,85
2728,Student_2728,88,91
2729,Student_2729,83,55
2730,Student_2730,89,64
2731,Student_2731,60,69
2732,Student_2732,81,60
2733,Student_2733,55,83
2734,Student_2734,81,52
2735,Student_2735,54,74
2736,Student_2736,77,91
2737,Student_2737,61,56
2738,Student_2738,83,64
2739,Student_2739,75,73
2740,Student_2740,54,95
2741,Student_2741,84,64
2742,Student_2742,88,76
2743,Student_2743,99,93
2744,Student_2744,57,72
2745,Student_2745,75,68
2746,Student_2746,89,59
2747,Student_2747,75,67
2748,Student_2748,89,52
2749,Student_2749,84,96
2750,Student_2750,63,85
2751,Student_2751,67,96
2752,Student_2752,78,55
2753,Student_2753,52,82
2754,Student_2754,99,54
2755,Student_2755,52,87
2756,Student_2756,78,53
2757,Student_2757,89,77
2758,Student_2758,61,77
2759,Student_2759,91,92
2760,Student_2760,74,70
2761,Student_2761,74,70
2762,Student_2762,94,59
2763,Student_2763,99,72
2764,Student_2764,70,80
2765,Student_2765,83,73
2766,Student_2766,55,79
2767,Student_2767,61,73
2768,Student_2768,51,66
2769,Student_2769,56,56
2770,Student_2770,91,84
2771,Student_2771,87,88
2772,Student_2772,82,58
2773,Student_2773,62,97
2774,Student_2774,72,79
2775,Student_2775,56,61
2776,Student_2776,53,72
2777,Student_2777,85,92
2778,Student_2778,65,91
2779,Student_2779,63,96
2780,Student_2780,76,60
2781,Student_2781,54,72
2782,Student_2782,89,70
2783,Student_2783,61,100
2784,Student_2784,55,76
2785,Student_2785,60,99
2786,Student_2786,61,92
2787,Student_2787,73,77
2788,Student_2788,89,61
2789,Student_2789,65,87
2790,Student_2790,56,72
2791,Student_2791,96,90
2792,Student_2792,61,76
2793,Student_2793,95,64
2794,Student_2794,84,93
2795,Student_2795,62,71
2796,Student_2796,93,58
2797,Student_2797,91,70
2798,Student_2798,57,88
2799,Student_2799,71,98
2800,Student_2800,60,80
2801,Student_2801,76,70
2802,Student_2802,72,65
2803,Student_2803,76,63
2804,Student_2804,68,59
2805,Student_2805,54,74
2806,Student_2806,66,100
2807,Student_2807,81,100
2808,Student_2808,65,67
2809,Student_2809,96,59
2810,Student_2810,64,99
2811,Student_2811,54,83
2812,Student_2812,64,74
2813,Student_2813,82,54
2814,Student_2814,99,50
2815,Student_2815,92,98
2816,Student_2816,73,80
2817,Student_2817,83,76
2818,Student_2818,92,80
2819,Student_2819,73,72
2820,Student_2820,68,73
2821,Student_2821,64,91
2822,Student_2822,78,93
2823,Student_2823,87,51
2824,Student_2824,76,78
2825,Student_2825,90,62
2826,Student_2826,78,58
2827,Student_2827,54,52
2828,Student_2828,77,87
2829,Student_2829,92,74
2830,Student_2830,86,97
2831,Student_2831,86,63
2832,Student_2832,80,85
2833,Student_2833,99,83
2834,Student_2834,85,82
2835,Student_2835,53,70
2836,Student_2836,54,71
2837,Student_2837,52,72
2838,Student_2838,67,82
2839,Student_2839,85,76
2840,Student_2840,92,64
2841,Student_2841,57,100
2842,Student_2842,54,60
2843,Student_2843,81,85
2844,Student_2844,83,66
2845,Student_2845,65,75
2846,Student_2846,79,77
2847,Student_2847,93,83
2848,Student_2848,92,60
2849,Student_2849,61,61
2850,Student_2850,92,58
2851,Student_2851,96,77
2852,Student_2852,94,66
2853,Student_2853,100,51
2854,Student_2854,91,98
2855,Student_2855,84,53
2856,Student_2856,89,53
2857,Student_2857,69,84
2858,Student_2858,89,94
2859,Student_2859,65,67
2860,Student_2860,73,69
2861,Student_2861,87,85
2862,Student_2862,72,90
2863,Student_2863,61,93
2864,Student_2864,66,83
2865,Student_2865,91,88
2866,Student_2866,56,83
2867,Student_2867,75,100
2868,Student_2868,63,99
2869,Student_2869,89,60
2870,Student_2870,85,54
2871,Student_2871,87,57
2872,Student_2872,58,69
2873,Student_2873,95,89
2874,Student_2874,71,75
2875,Student_2875,92,75
2876,Student_2876,66,65
2877,Student_2877,73,80
2878,Student_2878,60,82
2879,Student_2879,68,66
2880,Student_2880,79,55
2881,Student_2881,55,61
2882,Student_2882,95,52
2883,Student_2883,92,82
2884,Student_2884,88,87
2885,Student_2885,89,92
2886,Student_2886,74,68
2887,Student_2887,69,65
2888,Student_2888,94,89
2889,Student_2889,98,73
2890,Student_2890,72,83
2891,Student_2891,80,66
2892,Student_2892,80,79
2893,Student_2893,86,99
2894,Student_2894,78,77
2895,Student_2895,92,56
2896,Student_2896,53,95
2897,Student_2897,66,89
2898,Student_2898,51,76
2899,Student_2899,86,91
2900,Student_2900,95,69
2901,Student_2901,87,67
2902,Student_2902,76,69
2903,Student_2903,50,80
2904,Student_2904,74,71
2905,Student_2905,62,56
2906,Student_2906,95,81
2907,Student_2907,58,91
2908,Student_2908,76,54
2909,Student_2909,63,80
2910,Student_2910,55,57
2911,Student_2911,88,58
2912,Student_2912,98,50
2913,Student_2913,73,74
2914,Student_2914,67,79
2915,Student_2915,54,52
2916,Student_2916,76,92
2917,Student_2917,66,80
2918,Student_2918,93,88
2919,Student_2919,71,94
2920,Student_2920,72,72
2921,Student_2921,52,64
2922,Student_2922,75,94
2923,Student_2923,60,53
2924,Student_2924,59,61
2925,Student_2925,94,80
2926,Student_2926,82,79
2927,Student_2927,100,78
2928,Student_2928,78,75
2929,Student_2929,83,86
2930,Student_2930,66,93
2931,Student_2931,85,58
2932,Student_2932,77,93
2933,Student_2933,57,65
2934,Student_2934,78,83
2935,Student_2935,72,86
2936,Student_2936,50,81
2937,Student_2937,77,72
2938,Student_2938,80,67
2939,Student_2939,88,59
2940,Student_2940,52,51
2941,Student_2941,69,57
2942,Student_2942,95,72
2943,Student_2943,69,92
2944,Student_2944,59,93
2945,Student_2945,52,61
2946,Student_2946,69,64
2947,Student_2947,93,67
2948,Student_2948,51,76
2949,Student_2949,99,51
2950,Student_2950,63,51
2951,Student_2951,54,85
2952,Student_2952,84,71
2953,Student_2953,52,84
2954,Student_2954,98,55
2955,Student_2955,92,80
2956,Student_2956,78,68
2957,Student_2957,72,85
2958,Student_2958,98,56
2959,Student_2959,62,61
2960,Student_2960,55,54
2961,Student_2961,72,61
2962,Student_2962,95,92
2963,Student_2963,53,62
2964,Student_2964,69,97
2965,Student_2965,67,72
2966,Student_2966,73,55
2967,Student_2967,63,76
2968,Student_2968,51,60
2969,Student_2969,58,90
2970,Student_2970,58,70
2971,Student_2971,77,70
2972,Student_2972,58,97
2973,Student_2973,52,65
2974,Student_2974,63,65
2975,Student_2975,76,89
2976,Student_2976,64,84
2977,Student_2977,73,79
2978,Student_2978,67,53
2979,Student_2979,90,54
2980,Student_2980,86,88
2981,Student_2981,68,56
2982,Student_2982,92,85
2983,Student_2983,62,81
2984,Student_2984,88,90
2985,Student_2985,85,65
2986,Student_2986,66,100
2987,Student_2987,60,86
2988,Student_2988,94,74
2989,Student_2989,78,96
2990,Student_2990,73,80
2991,Student_2991,76,82
2992,Student_2992,73,78
2993,Student_2993,65,85
2994,Student_2994,67,86
2995,Student_2995,90,91
2996,Student_2996,55,56
2997,Student_2997,96,77
2998,Student_2998,65,74
2999,Student_2999,95,96
3000,Student_3000,52,52
3001,Student_3001,50,60
3002,Student_3002,81,94
3003,Student_3003,91,56
3004,Student_3004,62,87
3005,Student_3005,88,63
3006,Student_3006,94,82
3007,Student_3007,92,51
3008,Student_3008,54,83
3009,Student_3009,84,68
3010,Student_3010,72,93
3011,Student_3011,63,62
3012,Student_3012,62,63
3013,Student_3013,88,54
3014,Student_3014,51,71
3015,Student_3015,64,56
3016,Student_3016,75,73
3017,Student_3017,65,69
3018,Student_3018,70,50
3019,Student_3019,97,81
3020,Student_3020,60,77
3021,Student_3021,79,61
3022,Student_3022,54,53
3023,Student_3023,70,75
3024,Student_3024,69,60
3025,Student_3025,94,73
3026,Student_3026,99,81
3027,Student_3027,76,69
3028,Student_3028,96,86
3029,Student_3029,51,50
3030,Student_3030,78,85
3031,Student_3031,66,68
3032,Student_3032,92,86
3033,Student_3033,84,50
3034,Student_3034,97,69
3035,Student_3035,52,57
3036,Student_3036,97,95
3037,Student_3037,72,89
3038,Student_3038,60,55
3039,Student_3039,83,62
3040,Student_3040,93,50
3041,Student_3041,58,84
3042,Student_3042,57,51
3043,Student_3043,93,73
3044,Student_3044,93,59
3045,Student_3045,60,58
3046,Student_3046,69,83
3047,Student_3047,92,97
3048,Student_3048,76,93
3049,Student_3049,71,60
3050,Student_3050,92,89
3051,Student_3051,88,88
3052,Student_3052,85,68
3053,Student_3053,93,71
3054,Student_3054,71,87
3055,Student_3055,79,58
3056,Student_3056,59,76
3057,Student_3057,56,82
3058,Student_3058,59,74
3059,Student_3059,63,91
3060,Student_3060,71,65
3061,Student_3061,53,100
3062,Student_3062,79,75
3063,Student_3063,91,87
3064,Student_3064,50,79
3065,Student_3065,83,62
3066,Student_3066,83,100
3067,Student_3067,80,52
3068,Student_3068,67,83
3069,Student_3069,75,62
3070,Student_3070,56,95
3071,Student_3071,77,89
3072,Student_3072,90,72
3073,Student_3073,62,93
3074,Student_3074,82,63
3075,Student_3075,52,60
3076,Student_3076,61,87
3077,Student_3077,91,76
3078,Student_3078,88,74
3079,Student_3079,57,70
3080,Student_3080,84,78
3081,Student_3081,73,72
3082,Student_3082,85,99
3083,Student_3083,89,73
3084,Student_3084,57,53
3085,Student_3085,83,89
3086,Student_3086,52,90
3087,Student_3087,90,73
3088,Student_3088,76,63
3089,Student_3089,90,78
3090,Student_3090,99,96
3091,Student_3091,64,60
3092,Student_3092,53,83
3093,Student_3093,74,81
3094,Student_3094,64,62
3095,Student_3095,62,58
3096,Student_3096,64,60
3097,Student_3097,91,71
3098,Student_3098,58,88
3099,Student_3099,75,61
3100,Student_3100,76,60
3101,Student_3101,100,69
3102,Student_3102,72,95
3103,Student_3103,88,69
3104,Student_3104,62,90
3105,Student_3105,56,100
3106,Student_3106,76,50
3107,Student_3107,56,85
3108,Student_3108,59,92
3109,Student_3109,64,75
3110,Student_3110,79,94
3111,Student_3111,58,53
3112,Student_3112,62,54
3113,Student_3113,95,92
3114,Student_3114,85,68
3115,Student_3115,80,82
3116,Student_3116,72,56
3117,Student_3117,61,65
3118,Student_3118,73,62
3119,Student_3119,65,85
3120,Student_3120,58,96
3121,Student_3121,95,61
3122,Student_3122,87,60
3123,Student_3123,64,97
3124,Student_3124,82,83
3125,Student_3125,91,59
3126,Student_3126,75,84
3127,Student_3127,79,83
3128,Student_3128,56,78
3129,Student_3129,98,68
3130,Student_3130,51,100
3131,Student_3131,87,92
3132,Student_3132,70,98
3133,Student_3133,97,90
3134,Student_3134,57,93
3135,Student_3135,51,50
3136,Student_3136,65,61
3137,Student_3137,88,52
3138,Student_3138,63,82
